time,course,instructor,semester,observation,year,Student.AnsweringQuestion,Student.AskingQuestion,Instructor.AskingClickerQuestion,Instructor.GivingFeedback,Instructor.Lecturing,Instructor.WritingOnBoard,Instructor.MovingThroughGroup,Students.GroupWork,EffectSize.StudentPerformance
36,21,P,1,2,2,1,1,0,0,0,0,0,0,0.96
38,21,P,1,2,2,0,1,0,0,1,0,0,0,0.96
40,21,P,1,2,2,0,0,0,0,1,0,0,1,0.96
42,21,P,1,2,2,0,0,1,0,0,0,0,0,0.96
44,21,P,1,2,2,0,0,1,1,0,0,0,0,0.96
46,21,P,1,2,2,1,1,0,1,0,0,0,0,0.96
48,21,P,1,2,2,0,0,1,0,1,0,0,1,0.96
50,21,P,1,2,2,0,0,0,1,0,0,0,1,0.96
52,21,P,1,2,2,0,0,0,1,0,0,0,1,0.96
54,21,P,1,2,2,1,0,0,1,0,0,0,1,0.96
56,21,P,1,2,2,1,0,0,1,1,0,0,0,0.96
58,21,P,1,2,2,0,0,0,0,1,0,0,0,0.96
60,21,P,1,2,2,0,0,0,0,1,0,0,0,0.96
62,21,P,1,2,2,1,0,0,0,1,0,0,0,0.96
64,21,P,1,2,2,0,0,1,1,1,0,0,1,0.96
66,21,P,1,2,2,0,1,0,1,1,0,0,0,0.96
68,21,P,1,2,2,0,0,0,0,1,0,0,0,0.96
70,21,P,1,2,2,0,1,0,0,0,0,0,0,0.96
72,21,P,1,2,2,1,1,0,0,0,0,0,0,0.96
2,21,P,1,3,2,0,0,0,0,1,0,0,0,0.96
4,21,P,1,3,2,0,1,0,0,0,0,0,0,0.96
6,21,P,1,3,2,0,0,0,0,0,0,0,0,0.96
8,21,P,1,3,2,0,1,0,0,1,0,0,0,0.96
10,21,P,1,3,2,0,0,1,0,0,0,0,1,0.96
12,21,P,1,3,2,1,1,0,1,0,0,0,0,0.96
14,21,P,1,3,2,0,0,1,1,0,0,0,1,0.96
16,21,P,1,3,2,0,0,0,1,0,0,0,0,0.96
18,21,P,1,3,2,1,0,0,0,1,1,0,0,0.96
20,21,P,1,3,2,1,0,0,0,0,1,0,0,0.96
22,21,P,1,3,2,1,0,0,0,0,1,0,0,0.96
24,21,P,1,3,2,1,0,0,0,0,1,0,0,0.96
26,21,P,1,3,2,0,0,1,0,1,0,0,1,0.96
28,21,P,1,3,2,1,1,0,1,0,0,0,0,0.96
30,21,P,1,3,2,1,0,1,0,1,0,0,1,0.96
32,21,P,1,3,2,1,0,0,1,0,0,0,0,0.96
34,21,P,1,3,2,1,1,0,1,0,0,0,0,0.96
36,21,P,1,3,2,1,1,0,0,1,0,0,0,0.96
38,21,P,1,3,2,0,0,1,0,1,0,0,1,0.96
40,21,P,1,3,2,1,0,0,1,1,0,0,0,0.96
42,21,P,1,3,2,1,0,0,0,1,0,0,0,0.96
44,21,P,1,3,2,1,0,0,0,1,0,0,0,0.96
46,21,P,1,3,2,1,0,0,0,1,0,0,1,0.96
48,21,P,1,3,2,0,0,0,1,0,0,1,1,0.96
50,21,P,1,3,2,1,0,0,0,0,0,0,0,0.96
52,21,P,1,3,2,1,0,0,1,0,0,0,0,0.96
54,21,P,1,3,2,1,1,0,0,1,0,0,0,0.96
56,21,P,1,3,2,0,0,0,0,1,0,0,0,0.96
58,21,P,1,3,2,1,0,0,0,1,0,0,0,0.96
60,21,P,1,3,2,0,0,0,0,1,0,1,1,0.96
62,21,P,1,3,2,0,0,0,0,0,0,1,1,0.96
64,21,P,1,3,2,0,0,0,0,0,0,1,1,0.96
66,21,P,1,3,2,0,0,0,0,0,0,1,1,0.96
68,21,P,1,3,2,0,0,1,0,0,0,1,1,0.96
70,21,P,1,3,2,1,1,1,1,0,0,0,1,0.96
72,21,P,1,3,2,0,0,0,0,1,0,0,0,0.96
74,21,P,1,3,2,0,0,0,0,0,0,0,0,0.96
2,22,P,2,1,2,0,0,1,1,1,0,0,0,1.26
4,22,P,2,1,2,0,0,0,1,1,0,0,0,1.26
6,22,P,2,1,2,1,0,0,0,1,0,1,1,1.26
8,22,P,2,1,2,0,0,0,1,0,0,1,1,1.26
10,22,P,2,1,2,0,0,0,0,0,0,1,1,1.26
12,22,P,2,1,2,0,0,1,0,0,0,1,1,1.26
14,22,P,2,1,2,0,0,1,1,0,0,0,1,1.26
16,22,P,2,1,2,1,0,0,1,1,0,0,1,1.26
18,22,P,2,1,2,1,0,0,1,1,0,0,0,1.26
20,22,P,2,1,2,0,0,0,0,1,0,1,1,1.26
22,22,P,2,1,2,0,0,0,0,0,0,1,1,1.26
24,22,P,2,1,2,0,0,0,0,0,0,1,1,1.26
26,22,P,2,1,2,0,0,0,1,0,1,1,1,1.26
28,22,P,2,1,2,0,0,0,1,0,1,0,0,1.26
30,22,P,2,1,2,1,0,0,1,0,1,0,0,1.26
32,22,P,2,1,2,1,0,0,1,1,1,0,0,1.26
34,22,P,2,1,2,1,0,0,0,1,0,0,0,1.26
36,22,P,2,1,2,0,0,1,1,1,0,0,1,1.26
38,22,P,2,1,2,1,0,1,1,0,0,0,1,1.26
40,22,P,2,1,2,1,1,0,1,0,0,0,0,1.26
42,22,P,2,1,2,0,1,0,1,0,0,0,0,1.26
44,22,P,2,1,2,0,0,0,1,0,0,1,1,1.26
46,22,P,2,1,2,0,0,0,0,0,0,1,1,1.26
48,22,P,2,1,2,0,0,1,1,0,1,0,1,1.26
2,22,P,2,2,2,0,0,0,0,1,0,0,0,1.26
4,22,P,2,2,2,0,0,1,1,0,0,0,1,1.26
6,22,P,2,2,2,0,0,1,1,0,0,0,1,1.26
8,22,P,2,2,2,0,0,1,1,0,0,0,1,1.26
10,22,P,2,2,2,0,0,0,0,1,0,0,0,1.26
12,22,P,2,2,2,0,0,0,0,1,0,0,0,1.26
14,22,P,2,2,2,0,0,0,0,1,1,0,0,1.26
16,22,P,2,2,2,0,0,1,1,1,0,0,1,1.26
18,22,P,2,2,2,0,0,1,1,0,1,0,1,1.26
20,22,P,2,2,2,1,0,0,0,1,1,0,0,1.26
22,22,P,2,2,2,1,0,0,0,1,1,0,0,1.26
24,22,P,2,2,2,0,0,0,0,1,1,0,1,1.26
26,22,P,2,2,2,1,0,0,1,0,1,0,0,1.26
28,22,P,2,2,2,1,0,0,1,1,1,0,0,1.26
30,22,P,2,2,2,0,0,1,1,1,0,0,1,1.26
32,22,P,2,2,2,0,0,1,1,0,0,0,1,1.26
34,22,P,2,2,2,0,0,1,1,0,0,0,1,1.26
36,22,P,2,2,2,0,0,1,0,1,0,0,1,1.26
38,22,P,2,2,2,1,0,1,1,0,0,0,1,1.26
40,22,P,2,2,2,0,0,0,1,1,0,0,0,1.26
42,22,P,2,2,2,0,1,0,0,1,0,0,0,1.26
44,22,P,2,2,2,0,1,0,0,1,0,0,0,1.26
46,22,P,2,2,2,0,0,0,0,0,0,1,1,1.26
2,22,P,2,3,2,0,0,1,0,1,0,0,1,1.26
4,22,P,2,3,2,1,0,1,1,0,0,0,1,1.26
6,22,P,2,3,2,1,0,0,1,0,0,0,0,1.26
8,22,P,2,3,2,0,0,0,1,0,0,0,0,1.26
10,22,P,2,3,2,0,0,0,1,1,0,0,0,1.26
12,22,P,2,3,2,0,0,0,0,1,0,1,1,1.26
14,22,P,2,3,2,1,0,0,1,0,1,1,1,1.26
16,22,P,2,3,2,1,1,0,1,0,1,0,0,1.26
18,22,P,2,3,2,1,0,0,1,0,1,0,0,1.26
20,22,P,2,3,2,1,0,0,1,0,1,0,0,1.26
22,22,P,2,3,2,1,0,0,1,0,1,0,0,1.26
24,22,P,2,3,2,1,1,0,1,0,1,0,0,1.26
26,22,P,2,3,2,1,0,0,1,0,1,0,0,1.26
28,22,P,2,3,2,0,0,0,1,1,0,0,0,1.26
30,22,P,2,3,2,0,0,0,0,0,0,0,0,1.26
32,22,P,2,3,2,0,0,1,1,0,0,1,1,1.26
34,22,P,2,3,2,0,0,1,1,0,0,0,1,1.26
36,22,P,2,3,2,1,0,0,1,0,0,0,0,1.26
38,22,P,2,3,2,0,0,1,1,1,0,0,1,1.26
40,22,P,2,3,2,0,0,1,1,1,0,0,1,1.26
42,22,P,2,3,2,0,0,0,1,1,0,0,0,1.26
44,22,P,2,3,2,0,0,0,0,1,0,0,0,1.26
46,22,P,2,3,2,0,0,1,1,1,0,0,1,1.26
2,23,Q,1,1,2,0,0,0,0,1,0,0,0,2.17
4,23,Q,1,1,2,1,0,0,1,1,0,0,1,2.17
6,23,Q,1,1,2,1,0,0,1,0,1,0,0,2.17
8,23,Q,1,1,2,1,0,0,1,0,1,0,0,2.17
10,23,Q,1,1,2,1,0,0,1,0,1,0,0,2.17
12,23,Q,1,1,2,1,0,0,1,1,0,0,0,2.17
14,23,Q,1,1,2,1,1,0,0,1,0,0,0,2.17
16,23,Q,1,1,2,1,0,0,0,1,0,0,0,2.17
18,23,Q,1,1,2,0,1,0,0,1,0,0,0,2.17
20,23,Q,1,1,2,0,0,0,0,1,0,0,0,2.17
22,23,Q,1,1,2,0,0,1,0,1,0,0,0,2.17
24,23,Q,1,1,2,0,0,1,0,0,0,0,1,2.17
26,23,Q,1,1,2,1,0,1,1,0,0,0,1,2.17
28,23,Q,1,1,2,1,0,0,1,1,0,0,0,2.17
30,23,Q,1,1,2,0,0,1,0,1,0,0,1,2.17
32,23,Q,1,1,2,0,0,1,0,0,0,0,1,2.17
34,23,Q,1,1,2,0,0,1,1,0,0,0,1,2.17
36,23,Q,1,1,2,1,0,0,1,0,0,0,0,2.17
38,23,Q,1,1,2,0,0,1,1,1,0,0,1,2.17
40,23,Q,1,1,2,0,0,1,1,0,0,0,1,2.17
42,23,Q,1,1,2,1,0,0,1,0,0,0,0,2.17
44,23,Q,1,1,2,0,0,0,0,1,0,0,0,2.17
46,23,Q,1,1,2,0,1,0,0,1,0,0,0,2.17
2,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
4,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
6,23,Q,1,2,2,0,1,0,0,1,0,0,0,2.17
8,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
10,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
12,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
14,23,Q,1,2,2,0,1,0,0,1,0,0,0,2.17
16,23,Q,1,2,2,1,0,0,0,1,0,0,0,2.17
18,23,Q,1,2,2,1,0,0,0,1,0,0,0,2.17
20,23,Q,1,2,2,1,0,0,1,1,0,0,0,2.17
22,23,Q,1,2,2,1,0,0,0,1,0,0,0,2.17
24,23,Q,1,2,2,1,0,0,1,1,0,0,0,2.17
26,23,Q,1,2,2,1,0,0,0,1,0,0,0,2.17
28,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
30,23,Q,1,2,2,0,0,1,0,1,0,0,1,2.17
32,23,Q,1,2,2,0,0,0,1,0,0,0,0,2.17
34,23,Q,1,2,2,0,0,1,1,0,0,0,1,2.17
36,23,Q,1,2,2,0,0,1,0,0,0,0,1,2.17
38,23,Q,1,2,2,1,1,0,1,0,0,0,0,2.17
40,23,Q,1,2,2,0,1,0,0,0,0,0,0,2.17
42,23,Q,1,2,2,0,0,0,0,0,0,0,0,2.17
44,23,Q,1,2,2,1,1,0,0,1,0,0,0,2.17
46,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
48,23,Q,1,2,2,0,0,0,0,1,0,0,0,2.17
2,23,Q,1,3,2,0,0,0,0,0,0,0,0,2.17
4,23,Q,1,3,2,0,0,0,0,1,1,0,0,2.17
6,23,Q,1,3,2,0,0,0,0,1,1,0,0,2.17
8,23,Q,1,3,2,0,0,1,0,1,0,0,0,2.17
10,23,Q,1,3,2,0,0,1,0,0,0,0,1,2.17
12,23,Q,1,3,2,0,0,0,0,0,1,0,0,2.17
14,23,Q,1,3,2,0,0,0,0,1,1,0,0,2.17
16,23,Q,1,3,2,0,0,1,0,1,1,0,1,2.17
18,23,Q,1,3,2,0,0,1,0,0,1,0,1,2.17
20,23,Q,1,3,2,0,0,1,0,0,0,0,1,2.17
22,23,Q,1,3,2,1,0,1,1,0,1,0,1,2.17
24,23,Q,1,3,2,0,0,1,1,0,1,0,0,2.17
26,23,Q,1,3,2,0,0,0,1,1,1,0,0,2.17
28,23,Q,1,3,2,0,0,0,0,0,0,0,1,2.17
30,23,Q,1,3,2,0,1,0,0,1,0,0,1,2.17
32,23,Q,1,3,2,0,0,0,0,0,0,0,1,2.17
34,23,Q,1,3,2,0,0,0,0,0,0,1,1,2.17
36,23,Q,1,3,2,0,0,0,0,0,0,1,1,2.17
38,23,Q,1,3,2,0,0,0,0,0,0,0,1,2.17
40,23,Q,1,3,2,0,0,0,1,0,1,0,1,2.17
42,23,Q,1,3,2,0,1,0,1,0,1,0,0,2.17
44,23,Q,1,3,2,0,0,0,1,0,1,0,0,2.17
46,23,Q,1,3,2,0,1,0,1,0,1,0,0,2.17
48,23,Q,1,3,2,1,1,0,1,0,1,0,0,2.17
2,23,Q,1,4,2,0,0,0,0,0,0,0,0,2.17
4,23,Q,1,4,2,0,0,0,0,1,1,0,0,2.17
6,23,Q,1,4,2,0,0,0,0,1,1,0,0,2.17
8,23,Q,1,4,2,0,0,1,0,1,0,0,0,2.17
10,23,Q,1,4,2,0,0,1,0,0,0,0,1,2.17
12,23,Q,1,4,2,0,0,0,0,0,1,0,0,2.17
14,23,Q,1,4,2,0,0,0,0,1,1,0,0,2.17
16,23,Q,1,4,2,0,0,1,0,1,1,0,1,2.17
18,23,Q,1,4,2,0,0,1,0,0,0,0,1,2.17
20,23,Q,1,4,2,0,0,1,0,0,1,0,1,2.17
22,23,Q,1,4,2,1,0,1,1,0,1,0,1,2.17
24,23,Q,1,4,2,1,0,0,1,0,1,0,0,2.17
26,23,Q,1,4,2,0,0,0,1,1,1,0,0,2.17
28,23,Q,1,4,2,0,0,0,0,1,0,0,1,2.17
30,23,Q,1,4,2,0,1,0,1,0,1,0,1,2.17
32,23,Q,1,4,2,0,0,0,0,0,0,0,1,2.17
34,23,Q,1,4,2,0,0,0,0,0,0,1,1,2.17
36,23,Q,1,4,2,0,0,0,0,0,0,1,1,2.17
38,23,Q,1,4,2,0,0,0,0,0,0,1,1,2.17
40,23,Q,1,4,2,0,0,0,1,0,1,0,0,2.17
42,23,Q,1,4,2,0,1,0,1,0,1,0,0,2.17
44,23,Q,1,4,2,0,0,0,1,0,1,0,0,2.17
46,23,Q,1,4,2,0,1,0,1,0,1,0,0,2.17
48,23,Q,1,4,2,1,1,0,1,0,1,0,0,2.17
2,23,R,2,1,2,0,0,0,0,0,0,0,0,1.12
4,23,R,2,1,2,0,0,0,0,1,0,0,0,1.12
6,23,R,2,1,2,0,0,0,0,0,0,1,1,1.12
8,23,R,2,1,2,1,0,0,1,0,0,0,0,1.12
10,23,R,2,1,2,0,0,0,0,1,0,0,0,1.12
12,23,R,2,1,2,0,0,0,0,1,0,0,0,1.12
14,23,R,2,1,2,0,0,1,1,0,0,0,1,1.12
16,23,R,2,1,2,1,0,0,0,0,1,0,0,1.12
18,23,R,2,1,2,0,0,0,0,1,0,0,0,1.12
20,23,R,2,1,2,1,0,0,0,1,1,0,0,1.12
22,23,R,2,1,2,0,0,0,0,1,0,0,0,1.12
24,23,R,2,1,2,0,0,0,0,0,0,1,1,1.12
26,23,R,2,1,2,0,0,0,0,0,0,1,1,1.12
28,23,R,2,1,2,0,0,1,1,0,0,0,1,1.12
30,23,R,2,1,2,0,0,0,1,0,0,0,0,1.12
32,23,R,2,1,2,0,0,1,0,0,0,0,1,1.12
34,23,R,2,1,2,0,0,0,1,0,0,0,0,1.12
36,23,R,2,1,2,0,0,0,1,0,0,0,0,1.12
38,23,R,2,1,2,0,0,0,0,0,0,1,1,1.12
40,23,R,2,1,2,0,0,0,0,0,0,1,1,1.12
42,23,R,2,1,2,0,0,0,0,0,0,1,1,1.12
44,23,R,2,1,2,0,0,1,1,0,0,0,1,1.12
46,23,R,2,1,2,0,0,1,0,0,0,0,1,1.12
48,23,R,2,1,2,0,0,0,1,0,0,0,0,1.12
50,23,R,2,1,2,0,0,0,1,0,1,0,0,1.12
2,23,R,2,2,2,0,0,0,0,1,0,0,0,1.12
4,23,R,2,2,2,0,0,0,0,1,0,0,0,1.12
6,23,R,2,2,2,1,0,0,0,1,0,0,0,1.12
8,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
10,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
12,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
14,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
16,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
18,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
20,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
22,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
24,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
26,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
28,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
30,23,R,2,2,2,0,0,0,0,0,0,0,0,1.12
32,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
34,23,R,2,2,2,0,0,0,0,0,0,0,0,1.12
36,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
38,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
40,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
42,23,R,2,2,2,0,0,0,0,0,0,1,1,1.12
44,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
46,23,R,2,2,2,0,0,0,0,0,0,0,1,1.12
48,23,R,2,2,2,0,0,1,1,0,1,0,1,1.12
50,23,R,2,2,2,0,0,0,1,0,1,0,0,1.12
2,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
4,23,R,2,3,2,0,0,0,0,1,0,1,1,1.12
6,23,R,2,3,2,0,0,0,0,0,0,1,1,1.12
8,23,R,2,3,2,0,0,0,0,0,0,0,1,1.12
10,23,R,2,3,2,0,0,1,0,0,0,0,1,1.12
12,23,R,2,3,2,0,0,1,0,0,0,0,1,1.12
14,23,R,2,3,2,0,0,1,1,0,1,0,0,1.12
16,23,R,2,3,2,0,0,0,1,0,1,0,0,1.12
18,23,R,2,3,2,0,0,0,1,0,0,0,0,1.12
20,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
22,23,R,2,3,2,0,0,1,0,0,0,0,1,1.12
24,23,R,2,3,2,0,0,0,1,0,1,0,0,1.12
26,23,R,2,3,2,0,0,0,0,1,0,0,1,1.12
28,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
30,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
32,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
34,23,R,2,3,2,0,0,0,0,0,0,1,1,1.12
36,23,R,2,3,2,0,0,0,0,0,0,0,1,1.12
38,23,R,2,3,2,1,0,0,0,0,0,0,1,1.12
40,23,R,2,3,2,0,0,0,1,0,1,0,0,1.12
42,23,R,2,3,2,0,0,0,1,0,0,0,0,1.12
44,23,R,2,3,2,0,0,0,1,0,1,0,0,1.12
46,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
48,23,R,2,3,2,0,0,0,0,1,0,0,0,1.12
2,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
4,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
6,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
8,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
10,24,S,2,1,2,1,0,0,0,1,0,0,0,0.95
12,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
14,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
16,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
18,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
20,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
22,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
24,24,S,2,1,2,0,1,0,0,0,0,0,0,0.95
26,24,S,2,1,2,0,0,1,0,1,0,0,1,0.95
28,24,S,2,1,2,1,0,0,1,0,0,0,1,0.95
30,24,S,2,1,2,0,0,0,1,1,0,0,0,0.95
32,24,S,2,1,2,1,1,1,0,0,0,0,1,0.95
34,24,S,2,1,2,0,1,0,1,1,0,0,0,0.95
36,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
38,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
40,24,S,2,1,2,0,0,1,1,0,0,0,1,0.95
42,24,S,2,1,2,0,0,0,1,1,0,0,0,0.95
44,24,S,2,1,2,0,1,0,0,1,0,0,0,0.95
46,24,S,2,1,2,0,1,0,0,1,0,0,0,0.95
48,24,S,2,1,2,0,1,0,0,1,0,0,0,0.95
50,24,S,2,1,2,0,0,1,0,1,0,1,1,0.95
52,24,S,2,1,2,1,0,0,1,1,0,1,1,0.95
54,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
56,24,S,2,1,2,0,1,1,0,1,0,0,1,0.95
58,24,S,2,1,2,0,0,1,1,1,0,0,1,0.95
60,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
62,24,S,2,1,2,0,0,0,0,1,0,0,0,0.95
64,24,S,2,1,2,0,1,0,0,1,0,0,0,0.95
66,24,S,2,1,2,0,1,0,0,0,0,0,0,0.95
68,24,S,2,1,2,0,0,0,0,0,0,0,0,0.95
70,24,S,2,1,2,0,0,0,0,0,0,0,0,0.95
72,24,S,2,1,2,0,0,0,0,0,0,0,0,0.95
2,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
4,24,S,2,2,2,1,0,0,0,1,0,0,0,0.95
6,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
8,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
10,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
12,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
14,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
16,24,S,2,2,2,0,1,0,0,1,0,0,0,0.95
18,24,S,2,2,2,0,1,0,0,0,0,0,0,0.95
20,24,S,2,2,2,0,1,0,0,0,0,0,0,0.95
22,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
24,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
26,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
28,24,S,2,2,2,0,1,0,0,0,0,0,0,0.95
30,24,S,2,2,2,0,1,1,0,0,0,1,1,0.95
32,24,S,2,2,2,1,0,1,1,0,0,0,0,0.95
34,24,S,2,2,2,0,1,0,0,1,0,0,0,0.95
36,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
38,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
40,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
42,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
44,24,S,2,2,2,0,1,0,0,1,0,0,0,0.95
46,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
48,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
50,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
52,24,S,2,2,2,0,1,0,0,1,0,0,0,0.95
54,24,S,2,2,2,0,1,0,0,0,0,0,0,0.95
56,24,S,2,2,2,1,1,1,1,0,0,0,1,0.95
58,24,S,2,2,2,1,0,1,1,0,0,0,1,0.95
60,24,S,2,2,2,0,0,0,1,0,0,0,0,0.95
62,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
64,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
66,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
68,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
70,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
72,24,S,2,2,2,0,1,0,0,1,0,0,0,0.95
74,24,S,2,2,2,0,0,0,0,1,0,0,0,0.95
2,31,T,1,1,3,0,0,0,0,0,0,0,0,0.24
4,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
6,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
8,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
10,31,T,1,1,3,0,0,1,0,1,0,0,1,0.24
12,31,T,1,1,3,1,0,1,1,0,0,0,1,0.24
14,31,T,1,1,3,1,0,0,0,1,0,0,0,0.24
16,31,T,1,1,3,1,0,1,1,1,0,0,1,0.24
18,31,T,1,1,3,0,1,0,1,0,0,0,0,0.24
20,31,T,1,1,3,1,0,0,0,1,0,0,0,0.24
22,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
24,31,T,1,1,3,0,0,1,0,1,0,0,1,0.24
26,31,T,1,1,3,0,0,1,1,0,0,0,1,0.24
28,31,T,1,1,3,1,0,1,1,0,0,0,1,0.24
30,31,T,1,1,3,0,0,1,1,0,0,0,1,0.24
32,31,T,1,1,3,1,0,0,1,0,0,0,0,0.24
34,31,T,1,1,3,0,0,1,1,0,0,0,1,0.24
36,31,T,1,1,3,0,1,0,1,1,0,0,0,0.24
38,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
40,31,T,1,1,3,0,1,0,0,1,0,0,0,0.24
42,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
44,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
46,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
48,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
50,31,T,1,1,3,0,0,0,0,1,0,0,0,0.24
2,32,U,1,1,3,0,0,0,0,0,0,0,0,1.09
4,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
6,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
8,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
10,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
12,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
14,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
16,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
18,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
20,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
22,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
24,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
26,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
28,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
30,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
32,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
34,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
36,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
38,32,U,1,1,3,0,0,0,0,1,0,0,0,1.09
40,32,U,1,1,3,0,1,0,0,1,0,0,0,1.09
